# 3D point list with one line of data per point:
#   POINT3D_ID, X, Y, Z, R, G, B, ERROR, TRACK[] as (IMAGE_ID, POINT2D_IDX)
# Number of points: 74648, mean track length: 0.0
52573 3.5963968040811207 2.3515105841896053 0.7750546929950375 142 140 123 1.0179178552211243 
52572 3.7457130632487923 2.545756820350592 0.8011609028771536 205 203 196 0.9216664636536781 
52571 3.189464059449895 2.0219511415960376 0.8388438562536544 52 52 50 0.030738976520275855 
52570 3.613800604912693 2.3630271238516833 0.7878382584618471 26 25 12 2.105299081952488 
52562 3.6182018570191614 2.2648387046358684 0.779499849608779 17 13 2 1.2410177378306917 
52561 3.9889697152704935 2.6742691948806177 0.7988384801265017 43 51 64 0.3004892177350982 
52558 3.711446474494389 2.35351058253164 0.8100014091705078 180 168 152 1.3172984215048644 
52557 3.796934465923333 2.4137196179909055 0.8169911446005229 137 138 133 0.8536227099396677 
52552 3.876882977668759 2.3285710905111463 0.784473295149259 79 73 61 0.7724310401093588 
52551 3.8319992540968997 2.4037820215299197 0.8474401147920321 183 186 177 1.7002824733433932 
52550 3.797953989603706 2.403163371785588 0.869793373367406 185 194 189 1.3713836260216843 
52549 3.794552759067123 2.1725713853467394 0.8002595702832211 165 143 145 0.9324641332272201 
52547 3.5342976706362905 1.6357466260187246 0.772700109059667 190 192 172 0.6556911583740823 
52542 4.160484958663799 2.0203810135683478 0.8087558668603149 133 137 148 0.5442385655489402 
52539 4.497004772352175 2.0506745195043146 0.7545863680233187 88 93 87 1.4745565344119889 
52538 4.656427778183445 2.3441479588650056 0.812436525605158 145 155 144 0.897785677108951 
52532 4.573931914372754 2.245757976972844 0.8657026525471342 130 131 126 0.03445972819606906 
52527 4.396980507149328 2.1806461814643496 0.9555221781028294 158 160 159 1.439312223354809 
52526 4.642489507127186 2.160496407343831 0.8947171233837201 132 112 103 0.8187252050072052 
52519 3.216627186184737 2.3798716735423513 0.8253637833121732 212 225 231 0.24365993962441032 
52518 3.4532298892090525 2.4750066706651355 0.7950256647340362 134 132 86 0.7023351323669772 
52514 3.800679973591027 2.5889090534821615 0.8085445086217812 18 26 37 0.8733103766359879 
52509 3.7881902227526716 2.4201662472921033 0.8273748673662895 33 34 29 0.9169009176642179 
52503 3.958581813587397 2.0551192181838718 0.8144482974421208 115 116 120 0.23082100853444842 
52501 4.04147715061642 2.125741986119924 0.8259406788814365 26 35 40 1.4944014141007465 
52500 4.443832294711602 2.3761976409960184 0.7844209611749969 40 35 24 1.0495918067813075 
52490 4.362567689411529 2.1083678788037883 0.8674638643987677 77 81 82 0.8449436629846948 
52482 3.5455920223766237 2.497660999208447 0.844879435923432 85 116 160 0.26015811632616426 
52481 3.6757534493256654 2.47023109812507 0.7893808306693163 39 40 45 1.7858911274453204 
52475 3.9386535507583007 2.0742808282321694 0.804255054734237 34 36 33 1.269893024848931 
52474 4.13149953908156 2.1950839283203947 0.8536129986204234 10 18 21 0.14051465730511697 
52471 3.897671932601294 2.6432012311660427 0.8718896308189709 81 91 103 3.3373774050239153 
52468 3.8453984299958788 2.5807991990554915 0.8132137187599999 61 70 79 0.36271569294303907 
52466 3.8206691608100525 2.6584885717875095 0.7997705561855355 11 18 26 1.1748529594530424 
52465 3.4513795260562756 2.475895813128086 0.7920163879087342 109 96 69 0.9521279635477247 
52464 4.792330404843295 2.841481072466191 0.5904440637966492 26 29 35 0.83535460963228 
52463 3.252609671254142 2.642557206747199 0.7786336833777898 192 195 207 0.7158431607987513 
52462 3.9852400448707526 2.090209771710062 0.8394280804170408 100 99 97 1.4292891981864237 
52461 3.444282287422415 2.4678693728944907 0.8411676647942644 163 153 73 2.32229643456014 
52458 4.784344708831757 2.738112251930779 0.19407855773725435 69 72 73 2.0358523782732334 
52453 3.3122075891989216 2.675692501887842 0.7785837374981732 205 196 167 2.0939233227868868 
52452 3.2885059459248427 2.535945941798726 0.7869265966493362 196 208 222 2.0421166368120716 
52448 3.7527799906214527 2.484833971902447 0.7969237822390866 201 197 170 2.0749167617443343 
52444 3.1981864910175553 2.641652085255778 0.7808531498485877 221 229 250 1.3972504672401347 
52443 3.2841717409074307 2.732270826502434 0.7803105231947667 223 231 252 1.3207780055189717 
52441 4.0424542707971005 3.0544368314539447 0.5840347111418758 1 9 12 1.722886600872289 
52439 3.1499263432997293 2.5145951041082775 0.782916898025 112 105 99 1.8248637555843592 
52437 3.252743370899492 2.4737276520093605 0.7747095242685814 0 0 0 0.14193841382198652 
52434 3.295107736575443 2.4632429492139947 0.7900202501570363 5 32 75 0.5547074681191219 
52432 3.331532265509868 2.2342788282379695 0.8027100125233395 221 227 243 1.4517827017534228 
52431 3.4013356845196263 2.203997499456417 0.7804812979114337 127 147 160 1.1519528104814099 
52430 3.413554090397088 2.1564480036738694 0.8028726847978914 45 48 55 0.9539900708323348 
52427 3.9632793239819826 3.1268086624739646 0.06755667924120812 58 69 75 1.2887499390676367 
52422 3.4825604130031063 2.4369816095981465 0.8398837912904233 202 198 62 0.45340944973004077 
52420 3.7573190736157667 2.1086234398372348 0.7404652619650989 68 75 83 2.2368552277793987 
52416 3.1569477886702417 2.4976282913196615 0.7754014829980822 94 87 81 0.7349165624748255 
52413 3.947117175622503 2.842918158707701 0.06099268538389624 49 60 66 1.2802336427096603 
52411 3.337583171229021 2.2390363524905634 0.8131347482123973 172 162 150 2.614894401516136 
52403 3.8434341321106893 2.4304222383817473 0.8867530501927989 0 0 0 0.4917914606996473 
52399 3.2879991258762105 2.7338122955425135 0.7748539028608293 226 234 255 1.742789251054337 
52395 3.287195578110923 2.4598822964059095 0.793207524237178 85 119 128 1.4859386859750026 
52394 3.300284559094673 2.4872614012236687 0.7942370990880858 15 32 88 1.0022346805248918 
52389 3.720124248661914 2.6736167157960824 0.8008293567500265 109 119 129 1.3452082138814763 
52387 3.8032999854809453 2.6029012759922177 0.8055738720591842 160 166 178 0.8596854107863147 
52386 3.8502523190393805 2.467115885093339 0.7805283900126643 206 203 184 1.6260890433450608 
52384 3.9368645771856827 3.095893975781629 0.06722601933748606 22 27 33 0.8551506412554122 
52380 4.480871604672413 2.729180544035329 0.07571418483661407 15 25 34 0.905028544861167 
52367 3.8198471848893085 2.6452487080688623 0.8008320111229876 23 31 42 1.396332033173493 
52365 3.7928867537349014 2.4165424755662785 0.7780255025610922 135 129 117 1.531531882601267 
52362 3.812868140534566 2.171644114333735 0.797004604686898 71 50 55 1.656095124644748 
52360 4.100441880381061 2.5970742210245774 0.8039800633447002 129 132 129 1.4115530753559737 
52343 4.508472855435044 2.7381465995407885 0.0836716328124869 5 18 24 0.5772452068586892 
52342 4.508472855435044 2.7381465995407885 0.0836716328124869 5 18 24 0.5772452068586892 
52336 3.6668750577406097 2.7141992428158233 0.7762288760031062 190 185 165 1.0107797774979874 
52335 3.4053737469007554 2.2076053085580662 0.7970540272379903 143 105 122 1.050534032101682 
52325 3.463198490064153 2.0381424448453966 0.7883881368954 18 52 46 1.3764479256348976 
52318 3.8212732960707756 2.6577076527745502 0.7995342781743765 22 30 41 1.6460340463391416 
52312 3.7912847322230805 2.4277825078833644 0.8210493709231557 149 149 141 0.7659789528596975 
52309 3.7201477265959317 2.066298817228394 0.7817284771071801 182 181 177 0.6248872354884729 
52308 4.012398742012745 2.6505218377084847 0.802651309808298 149 159 171 0.34877256598705464 
52307 3.8121678162492034 2.2307668730334846 0.8081902951944919 32 65 132 0.38324917560280525 
52306 4.06826361801084 2.6220951521391176 0.8054314137958214 63 73 85 0.1680289861476379 
52300 3.7068218825274033 2.8521347770396686 0.0615740598479233 49 62 68 1.2382886807697069 
52296 3.9432654316701985 3.1117924124838465 0.06101053229831299 65 74 81 1.9903546495182665 
52287 4.504098862103254 2.7466967680676952 0.06758789341986016 48 61 69 1.800003062199174 
52286 3.4022284014398525 2.199511680852692 0.801658781491323 144 152 173 0.5761108728429448 
52280 3.402679830563898 2.2009862382966947 0.8354316660618657 74 104 132 0.5814744173013983 
52277 3.738394454387843 2.6695629829195533 0.800060027472672 142 150 161 0.5129444168069187 
52271 4.631902698881133 2.8237203911665905 0.44755407122364865 119 124 127 1.4773968869355059 
52269 3.849968582275546 2.6209835887266717 0.8023492197949137 39 48 57 0.6460701572617907 
52267 4.792494950059963 2.807132627486064 0.3828474883008324 1 4 7 0.724389032178476 
52257 3.992420647480189 2.5652423112380274 0.8115070410273999 138 148 160 0.5507068072241763 
52255 3.8321597165306085 2.457791631585196 0.8645667541565589 129 126 119 1.695889979467399 
52218 4.091838003832146 2.630460904911489 0.8009754287830035 114 124 135 0.4492181471275091 
52212 3.9644030810373305 2.9962525637037416 0.07089787438802553 108 119 131 0.30097496283965164 
52209 3.325877122865867 2.475893367053356 0.8037540886222919 127 145 142 1.3645868838070807 
52208 3.2872020292456385 2.402970173406409 0.8381446318846074 168 174 188 0.7216464770081527 
52198 3.6878321369411884 2.5721792124040017 0.8087721848274028 87 94 104 0.05385229229374221 
52195 3.7492350317320047 2.6215688304604496 0.8100891167869765 5 13 24 0.22673867508088802 
52194 3.7145170354913786 2.6303858233861086 0.8380322058213059 92 98 110 2.04533350667236 
52186 4.163046888216891 2.413434060688515 0.8008354572943404 195 188 180 0.9857078202217112 
52177 4.177243653993006 2.389849776381636 0.8002903904478155 31 31 33 1.4451138144879754 
52174 4.001952813214727 1.7612755142028105 1.2158678795881623 8 18 30 2.6318371010553316 
52165 3.4965745060828635 2.5295943319449066 0.8432814779537438 138 126 48 1.926104739534807 
52162 4.1416356519312485 2.280486388574328 0.8346675174937683 37 42 49 1.1427727833760686 
52157 4.012522247840968 2.667055753282198 0.794313589092352 113 115 126 1.7241727655976884 
52154 4.096764512435478 2.5626594198789237 0.8083108423799623 91 94 103 1.3341173176457213 
52152 4.098830651362136 2.549863774088873 0.8083258146218838 92 97 104 1.3003732103137313 
52151 3.657254588759589 2.4305254854260427 0.8111016918259594 122 114 95 1.8210258151196537 
52143 3.523768980952757 2.5530621441794494 0.8448209774674413 48 59 122 1.3607995458618831 
52139 4.173715404629971 2.407693620648514 0.8126705305425502 169 168 158 0.7157245360872779 
52138 3.420801778523042 2.1866473714977643 0.7669277513290171 147 146 156 2.0965572864554667 
52137 3.7934513152167497 2.0985441002012086 0.8122650541215503 159 157 132 0.7352477477962539 
52136 4.736819471319955 2.4338082870598816 0.9350853918449041 63 71 74 1.2239263895962909 
52135 3.09825527619302 2.1787717784345713 0.8175126592314956 221 228 244 0.6107570765766426 
52134 3.187764658551922 2.253554642029542 0.8193766986012915 224 232 245 1.6215334007126123 
52131 3.3176800495265226 1.7200821085725713 0.8867535803394012 140 79 74 1.3557952696527402 
52129 3.483046535348822 2.531078468755204 0.7759886510642675 177 167 131 2.029807717882937 
52128 3.353678999605425 2.3147541354704524 0.7936910121700269 211 221 223 0.10419670133003198 
52126 3.8314271429212647 2.6601760985640497 0.8075434454241166 102 106 115 2.1020606738022436 
52121 3.3088758200361803 1.7099104949641997 0.9233313509533074 153 149 138 0.4144526391345457 
52117 3.8133142504002913 2.3853374788714192 0.7999325399153284 159 152 123 1.4947300564442985 
52112 4.305186082130453 2.191156369756259 0.8216822352229944 102 101 97 2.058540558998906 
52109 3.67730164558506 2.4481336734399846 0.7907920364198603 0 1 0 1.273595099414297 
52101 3.7224965096517977 2.6721065575611913 0.7996075274120082 94 98 107 1.4115942590179837 
52096 3.3325684201437427 2.176702494523081 0.8067274946216347 159 167 180 2.0864753456137084 
52087 4.539412834167471 2.205399873864975 0.8495709789046775 60 60 48 2.0787212957283363 
52084 4.62093893316453 2.155466387086778 0.9242089545742015 113 85 63 1.0933942075598195 
52075 3.2802200276208677 2.188441004696415 0.8458416924897287 192 195 210 0.9391482801263414 
52072 3.6307525189367413 2.439495652210102 0.8044710012317414 2 7 13 1.8606342718100943 
52068 3.6000862468582255 2.3310926679620714 0.7918187419693846 93 143 135 0.13650211020179745 
52063 3.409307103883431 2.1877203732230184 0.8748104210846583 41 44 49 2.045692867110868 
52062 3.3269627938165653 2.0334757375810435 0.8465643826806196 60 65 71 2.2821629185898513 
52058 3.80739536912565 2.39913641447854 0.8551633940258687 110 110 108 1.6575926241586776 
52054 3.3120377650421653 1.7115635855271862 0.9479707537727926 209 199 172 0.845286182544914 
52053 3.971779253474821 2.041159553018938 0.845232421395137 1 1 1 2.0542025079929283 
52052 4.531508132035135 2.3169433688826113 0.815505737773098 138 143 137 0.9192755870264021 
52046 3.489970979297521 1.7498593166707428 1.188593574395129 167 177 176 0.8552520077016349 
52036 3.216097481721924 2.2604232001019984 0.8397941536122181 171 181 193 0.9835508503640535 
52025 3.4012345695691417 2.1950558358528633 0.7807016559879814 116 128 139 0.550061471075621 
52014 3.6684505704996666 2.249806601662587 0.7888434653531072 152 150 130 0.5267339911379537 
52011 4.090802570471453 2.66175749761202 0.7988477431477631 185 184 202 0.5154162043801364 
51987 4.634971590406753 2.1998490745010644 0.9640456593244362 155 159 160 0.6303932660544507 
51985 3.2365565902344184 2.411436340823517 0.8268090031245167 204 212 225 1.228701315431953 
51963 4.088290731655382 2.6643744704224637 0.7931721593759656 20 24 36 0.4819344831220346 
51957 3.804381028881387 2.108561127710905 0.9261678583605536 48 56 58 1.2620322176255008 
51952 4.456067959868523 2.2265975313538506 0.8409601391251563 73 74 68 1.4137537348047045 
51951 4.521749712954495 2.207106800863276 0.8317273351770248 0 0 0 0.5818619948054591 
51942 3.3980483803312156 1.7215994622548474 1.2794187291922994 174 184 183 0.4214208347720809 
51937 3.0590361379148296 2.134014154967585 0.8083806460965869 193 204 222 0.5735094475089506 
51935 3.6800528115118407 2.59484129409798 0.8062931184496407 83 87 96 1.1790716867001696 
51933 3.829394061709647 2.6717930228130378 0.797114517118663 109 111 123 0.336539469926138 
51927 3.7731809073085154 2.431163893197951 0.7679792709098199 176 167 150 1.5417479676457393 
51926 3.7316048307888723 2.43714088146113 0.7966056267187196 177 168 151 0.07596584213463127 
51925 3.7098840495655288 2.357396490709141 0.7850580480205814 178 167 147 1.8977213411513023 
51922 3.6570848774396936 2.2275473274134856 0.7629641147941654 19 15 6 1.0720256813933542 
51920 3.285368467751749 2.1859465814074186 0.9766636574101457 33 38 44 2.079939143110538 
51918 3.302238905689032 1.7158615753271669 0.7597403462043648 167 162 156 1.5136157536574255 
51914 4.090190902666483 2.5236107180423666 0.8111956204558534 235 231 206 0.8061244832950017 
51910 4.110190213306742 2.3019711615984613 0.8321934289292363 0 0 0 0.8555663701405833 
51908 4.0168190012836185 2.1255159877201715 0.8386099082256445 61 65 74 0.15524867211766602 
51903 4.38864276928296 2.051220249655195 0.746108162389806 65 65 73 0.8088806154910823 
51900 4.453511813842439 2.232121104917802 0.8342431756446755 67 68 63 0.6794249315454142 
51899 4.542157717762561 2.2967160999873997 0.8297494860827515 97 102 96 0.8207822019815723 
51898 4.531652173484712 2.2829282306124514 0.8331571768503453 88 84 73 0.286061290706285 
51893 4.430305661087127 2.069575586202742 0.8433003161055774 92 95 98 1.7887846315540403 
51892 4.538509288832502 2.1253204321847834 0.8508404795437852 137 137 127 0.23424432583885077 
51890 4.690918907881842 2.206030841948303 0.9264938782599759 219 213 217 0.22435274802536248 
51889 4.6369419989220795 2.154429809633784 0.9275481106362973 65 46 31 1.4297550805711394 
51887 3.48621154874799 1.742290653587741 1.1916150709673596 122 132 131 1.2605521421131953 
51886 3.505840277643422 1.7614008205960778 1.203650010037188 16 25 34 0.1704100250900632 
51881 3.1756682760254784 2.0332582907642895 0.7679317017860053 164 157 173 0.5855555292961679 
51873 3.3070224783165263 2.0232936422170003 0.7693564751509534 32 37 43 1.2460521133314149 
51855 3.900139426749326 2.072598313369477 0.7760077447002574 160 157 142 1.6419571180925672 
51844 4.620144517850327 2.3848803540682075 0.7690580611251998 133 137 120 0.33935439128899825 
51843 4.604349054548258 2.390635569381293 0.7765754132094597 133 137 120 1.4525346422093377 
51829 3.2710802048895604 2.1025767897859513 0.8089098040816148 193 199 213 2.016405544511008 
51817 3.9433027759188377 2.36760536908295 0.8699702607162545 210 217 227 1.3809521359579788 
51811 4.505800503022917 2.3791827843428766 0.8091724476931064 177 175 163 0.018606377994375894 
51807 4.242363932283011 2.0841033160550335 0.8295089063904141 46 45 48 0.09814026302059967 
51804 4.535675973468981 2.275673898108952 0.8460668868341176 133 129 118 0.7456588384337244 
51794 4.037914074015379 1.7621441160135751 1.2682186122105028 171 175 174 0.9292957283400586 
51781 4.6880987875362035 2.7766339997529017 0.7761566194416023 115 119 119 1.4422530404043037 
51778 3.7974345292926612 2.2516620900519118 0.800294613268061 73 64 89 1.3286492324059815 
51776 4.64113567268121 2.2042652723001352 0.9597538564558439 60 64 62 1.1063505812091567 
51762 4.486258777369725 2.235412614365335 0.8308565970656395 126 127 109 1.8198100656950396 
51761 3.9947206107274122 1.7859636776494376 1.3156340610529054 82 89 85 0.21672509669285206 
51756 4.858836637376743 2.630267234090539 1.1030699697989732 104 102 89 1.69145225016443 
51755 3.719418801001924 2.3459422654273547 0.7866061651592088 208 191 148 0.5467536564340728 
51754 3.9193614615433563 2.654702527166331 0.8009407444116532 108 112 115 1.2785773319342089 
51753 4.766019463699456 2.7908795379015734 0.0867667781749919 11 18 24 0.44160533107603317 
51736 4.070398302972802 2.586960126421098 0.8078758682009123 111 114 119 0.6026042980860266 
51723 4.639372681335009 2.283486444222836 0.9393738599748671 0 0 0 0.3124044649774898 
51717 3.767501038505075 2.596358567229634 0.8085888971682019 90 94 97 1.3472345031013024 
51706 3.7121842753278864 2.0748096819808226 0.7930470888313128 165 160 132 1.592266357973828 
51701 3.948707709410833 2.047704401515332 0.8256060088596349 172 168 157 1.044854605577718 
51692 4.462868699892251 2.197132616550716 0.9535646101112775 31 39 41 0.92816328531226 
51681 4.251619065231969 1.637769163046005 1.291591995013415 177 169 150 2.638814315600384 
51674 3.9398176793694706 2.676914399317261 0.7896451816886093 75 79 82 1.2708149934111228 
51668 4.026339002328232 1.812975598995838 0.5050177024074661 0 0 0 1.1873987688434646 
51664 4.03198300911082 2.3867395436110463 0.80451218830189 158 128 93 0.561342207984442 
51660 4.182976077099131 2.417920972208936 0.8026218434659576 57 49 26 0.41741852356115405 
51657 4.266269268266102 2.4112111608983833 0.8007292266803111 189 180 172 0.5148270060837703 
51653 4.1238187708838066 1.9128652865725373 0.7698502226314098 0 0 0 0.010835719870329722 
51652 4.167944696496525 1.9851028847219214 0.7872858954513038 148 150 147 1.4284183661934606 
51642 4.498792176471088 2.2053918766954217 0.8335060720936506 115 113 100 1.393062492089348 
51634 4.641807255197641 2.130530198834012 1.0571907773974292 143 142 137 2.281537975168654 
51620 3.971401328435185 2.6729948025217474 0.8083152694907153 126 127 129 2.222259391295603 
51618 3.758101912410055 2.128552313223955 0.78266912525318 144 125 111 1.2688150923338248 
51616 3.8874537883325586 2.0809874985063423 0.7861229690152437 183 179 142 0.5760634935155539 
51608 4.150197238318668 2.054496921470002 0.7928291583342126 16 25 22 1.8966174726951137 
51604 4.339316709386599 2.013208937475028 0.793535536159825 48 46 35 1.137305356939073 
51602 4.544609488792679 2.3770495711198447 0.795972451962673 173 159 124 1.6965809179035893 
51601 4.377815274075452 2.01177125646695 0.7913257785491546 109 107 95 1.2777005477967345 
51597 4.6739087430527775 2.3639938379039007 0.8260128207691637 162 160 137 1.0276675141875518 
51596 4.532616007518069 2.117959909758736 0.8485036728840394 151 149 124 1.181829895250343 
51595 4.4999349161638955 2.167422295953065 0.9077748105814849 139 139 113 1.772758452744845 
51588 3.6081389287466266 2.3049182276738276 0.7887014441944943 36 31 19 0.3859724595234534 
51587 3.5918915151087503 2.3293748119378392 0.826389399329034 177 171 157 0.3808798829767865 
51583 3.906201591069798 2.5727033104566326 0.8105529290573549 83 87 90 0.578349599936182 
51573 4.065535421130077 2.001072203724652 0.7908897114266925 69 73 72 0.42056673208338485 
51572 4.343137193675309 2.039233458811621 0.7933610787580673 88 82 70 1.3416837176747192 
51570 4.396417507042853 2.2018042545084695 0.8364157910356605 210 208 183 0.44516166781498007 
51569 4.3958995739749485 2.0098379196562144 0.793695373682502 84 85 77 1.2658090407024485 
51564 4.88818410829342 2.7012135943558175 0.9337132164710342 140 153 161 0.5297492514967884 
51559 3.627930304492393 2.270638743573807 0.756998952652289 195 189 175 0.7515141955843218 
51557 3.7270210687699126 2.1637283115748547 0.7808783444682044 64 73 75 1.7584901158010762 
51553 3.78635053431569 2.1561989691864474 0.7961462870956139 101 61 64 0.3183204321882656 
51552 4.1516369712181325 2.247423353802078 0.7907157125038092 1 5 8 1.0883956255170921 
51550 4.236251969060283 2.438491255551286 0.8203800069800172 123 110 76 0.3598185170597335 
51544 4.465828323632877 2.208993391753241 0.8364359271875295 185 183 170 0.5104406046645081 
51539 3.760549176269615 2.2554358859409254 0.7969419305266972 170 118 107 0.753497446157106 
51537 3.8092680045428264 2.256671288348726 0.8073880808219903 0 29 99 0.515603056951912 
51535 3.81059692685122 2.1171814616402598 0.7899633763098226 178 167 161 0.3136854732946433 
51534 4.147976935788029 2.332240068427544 0.83627192702758 111 105 81 1.1264108827301593 
51532 3.290019472894504 2.109724560766984 1.1884334852849507 153 158 161 2.2557732987093804 
51531 4.070011292814359 1.740068712694771 1.31899051796339 0 0 0 1.3510045704536457 
51524 3.6235330672909454 2.4109723809957826 0.7792249797985068 51 48 39 1.3326896448829784 
51523 4.126280945810523 2.1925894168840516 0.7987225817486258 21 30 38 1.5330417178908258 
51520 3.758358148624171 2.247971435222716 0.8020971066319693 63 12 22 1.4631767562626339 
51507 4.2544708862105 2.4100382975151193 0.776436567825736 199 192 163 0.757160605391296 
51498 3.6125603483866016 2.3001639996306853 0.7824403932284095 155 149 143 1.0887285960151718 
51496 3.841113186173852 2.4791453662327414 0.8580475116416837 254 253 248 1.6777835509342474 
51489 3.9958077459966255 1.7428113238018992 1.2999179492783877 249 249 248 1.586678389107957 
51488 4.032131636391029 1.758458733893173 1.3055547264793201 248 249 244 1.4456864890379177 
51486 3.783190244918692 2.6235443897649695 0.803948010166265 106 113 121 0.48488925314727943 
51476 4.694808970193482 2.1986815962823076 1.2143791386029266 250 252 251 2.239869046429086 
51470 3.8453406922772797 2.084846261584847 0.7750458412842967 0 0 0 1.712162642679832 
51469 4.17372171042857 1.892748918724488 0.7291740033706517 42 44 41 1.2921520090914869 
51468 4.440819693478806 2.3705265410512695 0.7816575417452445 124 117 98 1.0778731809289168 
51466 4.716769888384811 2.323685616244645 1.0309479692401666 161 166 172 1.7445232021772616 
51465 3.8919303477363396 2.0738640727359137 1.2891652743765343 52 60 71 2.041584151160858 
51463 3.2671503699446425 1.7317863321683635 0.771544016208007 197 190 167 1.3949779921107552 
51451 4.67714928323805 2.358916203045678 0.8391653895742636 210 207 200 0.7711784421726571 
51448 4.63938790999544 2.167668144669212 0.9114705465580675 114 92 83 0.6554265267429566 
51446 3.8791915091383364 2.064421197196351 1.3028029637903273 49 61 73 1.596117305280879 
51435 4.2578020174433 2.0847730866074414 0.8134376796337855 51 58 66 1.2442703500097927 
51434 4.483636811758035 2.3456682109014975 0.8103027057396267 149 146 131 0.6599656129220655 
51426 3.743562454293471 2.088683402193168 0.7715460438373701 168 160 137 0.6966132690970871 
51418 3.951731255490209 0.10035832328142691 1.6634541730438304 94 113 153 0.11901831370208228 
51417 3.9505119614078628 0.1071321830244858 1.6620966974041154 94 113 153 1.08746327668545 
51416 3.397856585263625 2.2274885695983 0.8775160478736471 120 139 150 1.7655768852554654 
51408 3.287700381768487 1.71842306767919 0.8046256956629687 127 102 97 0.8111413717188226 
51397 3.91562883863649 2.4169162411214726 0.8213723063097589 251 243 234 2.1996429296676374 
51394 4.167496628982214 2.2439756581208234 0.8186517515005707 7 16 23 0.9420423489738745 
51389 3.8682770725016686 2.088704178089479 1.302458151293465 121 131 143 1.8997823944969419 
51388 3.9199355748878677 0.10422376767686536 1.439030724707198 66 88 127 1.6212301742555313 
51384 3.752480522094984 2.1414146903778652 0.7707292915298329 45 37 28 0.6609351275006712 
51382 4.1629315716198825 2.2758173449563674 0.812760556357683 71 80 87 2.2790247037346356 
51378 4.532407407185978 2.346676351562163 0.8164734880478691 51 54 36 1.8264526985558114 
51372 4.630356987516704 2.2168933270304665 1.247880437269416 124 136 90 0.8442535116872293 
51357 3.826729815311651 2.3167535194195454 0.8085045854875509 36 10 14 1.3081993171085144 
51353 4.059819782453245 2.2575718047251936 0.8356722264998574 21 24 30 1.0381892107334911 
51352 3.092100331135557 2.239274791491871 0.8160222026244452 221 228 234 1.6896662464466703 
51351 3.5194483805912333 2.532459530500125 0.8440391544999252 25 47 124 1.7360238727286919 
51333 3.0777585899700557 2.20381325640402 0.8162853095851091 182 188 200 0.7381562364201134 
51328 4.0633695396052705 1.7713365821196683 1.2851592970095127 61 71 81 2.348400427898794 
51316 3.7593191605185163 2.148739476938367 0.7893944455163687 97 85 57 1.2537026375877605 
51306 3.5080406246370046 2.416415581626013 0.8381164315525093 196 192 157 0.937821195930067 
51304 3.874022005871865 2.665796257990955 0.798150642521261 34 38 47 1.2972532308275528 
51302 3.4089341310993673 2.183524491509206 0.8726388354202648 46 50 53 1.471382354520788 
51295 4.613492986177381 2.578000273920059 0.7787509965178471 184 187 157 1.8133026473501261 
51294 3.299414503303138 2.2145426549088856 1.1602196181793434 36 42 28 0.880518012467617 
51291 4.702094604088517 2.2865121205294208 0.8979691099601945 56 57 59 1.6418185679990516 
51278 3.7395745011722163 2.555593702073972 0.8053621370858987 58 60 59 1.4475965894868204 
51277 3.405574042619874 2.2041643768601653 0.8048341789757212 116 133 143 1.3196162270232548 
51275 4.031384595663161 2.662077400703758 0.7987136013126839 64 66 78 1.2663666222459493 
51274 4.071616881650234 2.601670603921213 0.8069510930983379 55 56 65 0.6500443387373376 
51272 3.6938306936469445 2.015182180612454 0.7937279803184808 171 173 168 1.0296490251486041 
51266 4.47424994270024 2.3763942646691287 0.7896214210342423 36 35 15 1.3755228290486619 
51265 4.345125519764448 2.1000557975777108 0.7933881643057 0 0 0 1.1991053650324937 
51264 4.351693941983282 2.1507720133507653 0.9238317137626938 143 148 144 1.5595592795602766 
51263 4.63197702915304 2.1627904527771005 1.0586199980272082 138 142 145 1.395701333963429 
51259 4.677157013668769 2.2286727763247227 1.1342012265322583 212 217 218 1.8613154384580426 
51257 4.7297835288569745 1.8397760615292544 1.2430494042809068 171 170 166 0.10542914346355098 
51252 3.7251098630361343 2.6634693677648285 0.8006320160194649 105 109 118 0.5419708736662777 
51248 3.6613469375499155 2.4633116203311816 0.7990456409647607 88 95 88 1.5990729749555161 
51247 3.7975371940767326 2.5936016256679424 0.8088594511390887 96 100 109 0.7790370520054749 
51243 3.8212578685931033 2.5912654022219037 0.806695329937371 97 101 110 1.028196217842282 
51242 3.828101767867536 2.603623834394187 0.8114656188386609 77 81 90 0.6771771304619191 
51230 4.484424242505089 2.3426683537280333 0.7807102831228856 155 155 131 1.1146042064317938 
51224 4.940930220719897 2.4578289906732467 0.8687831172926959 123 129 141 0.20647389966675805 
51220 4.711049395361373 2.471968927098431 0.997566290596122 188 197 194 1.4935768265218197 
51215 3.992262974505458 1.7830582738985923 1.2900756839213738 177 187 188 1.3013760573502142 
51209 3.7541682004618484 2.6381019916331425 0.799457608706545 86 91 97 0.651817004161113 
51200 4.066312522717293 2.3616611991691023 0.8293920969848337 182 183 176 0.8814172157144649 
51196 4.277685990283192 2.3855120429689096 0.8395018881071721 29 29 18 0.6600002578914591 
51195 4.028091855340662 1.9743729174816422 0.7835929020894173 167 169 158 1.171937402869044 
51186 4.155254185090128 1.9325216830577907 0.7863980637344251 6 7 2 0.6997433790917272 
51177 4.43107612617017 2.2412949836022023 0.8649782984776999 61 63 50 2.1845914407934437 
51173 4.4312306354225175 2.130876702476444 0.8507953810692738 70 70 60 0.6179897901894663 
